blank	MT891297.1	MT891294.1	HQ992985.1	MT891306.1	MT891295.1	MT891299.1	MT891302.1	MT891305.1	AY849729.1	HQ992977.1	MT891296.1	MT891301.1	MT891304.1	MT891303.1	AF291584.2	AY849725.1	HQ992973.1	HQ992978.1	AY849717.1	HQ992979.1	MT891310.1	HQ992976.1	AF291581.2	MT891298.1	AY849734.1	HQ992975.1	AF291583.2	AY849715.1	HQ992965.1	HQ992969.1	HQ992974.1	HQ992980.1	HQ992982.1	AY849732.1	HQ992984.1	AY849716.1	HQ992967.1	AF291579.2	AF291585.2	AF291580.2	AY849721.1	HQ992968.1	HQ992972.1	HQ992983.1	MT891308.1	MT891307.1	MT891300.1	MT891309.1	AF291582.2	HQ992970.1	AF291586.2	AY849731.1	AY849733.1	HQ992966.1	HQ992964.1	HQ992971.1	HQ992981.1	AY849718.1	AY849719.1	AY849730.1	AY849727.1
MT891297.1	0	0.009188476335	0.01615447069	0.01615447069	0.01615447069	0.01849092117	0.02083467308	0.02083467308	0.03266457134	0.03266457134	0.02083467308	0.02791019726	0.03028361696	0.03028361696	0.03266457134	0.03505310839	0.03266457134	0.03028361696	0.04468405935	0.03505310839	0.03505310839	0.03744927656	0.03266457134	0.02554426469	0.04711124593	0.03985312477	0.03744927656	0.03985312477	0.03505310839	0.03505310839	0.03505310839	0.03985312477	0.03985312477	0.04954631301	0.03985312477	0.05198931191	0.04226470241	0.04226470241	0.03744927656	0.03744927656	0.03744927656	0.04226470241	0.04226470241	0.04226470241	0.04226470241	0.03505310839	0.03028361696	0.04226470241	0.04468405935	0.03744927656	0.04468405935	0.04468405935	0.04468405935	0.04226470241	0.04711124593	0.04954631301	0.05198931191	0.06184167034	0.06931681528	0.06931681528	0.0743419597
MT891294.1	0.009188476335	0	0.01150329299	0.01615447069	0.01150329299	0.01849092117	0.02083467308	0.02083467308	0.03266457134	0.03266457134	0.02554426469	0.02791019726	0.03028361696	0.03028361696	0.03266457134	0.03505310839	0.03266457134	0.03028361696	0.04468405935	0.03505310839	0.03505310839	0.03744927656	0.03266457134	0.03028361696	0.04711124593	0.03985312477	0.03744927656	0.03985312477	0.03505310839	0.03505310839	0.03505310839	0.03985312477	0.03985312477	0.04954631301	0.03985312477	0.05198931191	0.03744927656	0.04226470241	0.03744927656	0.03744927656	0.03744927656	0.04226470241	0.04226470241	0.04226470241	0.04226470241	0.03985312477	0.03505310839	0.04226470241	0.04468405935	0.04226470241	0.03985312477	0.04468405935	0.04468405935	0.03744927656	0.04226470241	0.04954631301	0.04711124593	0.06184167034	0.06432511632	0.06931681528	0.06931681528
HQ992985.1	0.01615447069	0.01150329299	0	0.01849092117	0.01382527627	0.01615447069	0.01849092117	0.01849092117	0.03505310839	0.03985312477	0.02318577218	0.02318577218	0.03028361696	0.02791019726	0.03505310839	0.04226470241	0.03505310839	0.02791019726	0.05198931191	0.03744927656	0.03744927656	0.03985312477	0.03028361696	0.02791019726	0.04711124593	0.03985312477	0.03985312477	0.04226470241	0.03266457134	0.03266457134	0.03266457134	0.04226470241	0.04226470241	0.05198931191	0.04226470241	0.05198931191	0.03985312477	0.04468405935	0.03505310839	0.03505310839	0.03505310839	0.04468405935	0.04468405935	0.04468405935	0.04468405935	0.04226470241	0.03266457134	0.04468405935	0.04468405935	0.04226470241	0.04226470241	0.04711124593	0.04711124593	0.03505310839	0.04468405935	0.05198931191	0.04954631301	0.06432511632	0.06681681296	0.07182517882	0.06184167034
MT891306.1	0.01615447069	0.01615447069	0.01849092117	0	0.01382527627	0.006880782207	0.009188476335	0.009188476335	0.01849092117	0.02318577218	0.01849092117	0.01382527627	0.01849092117	0.01849092117	0.03266457134	0.02554426469	0.03028361696	0.02554426469	0.03505310839	0.02083467308	0.02083467308	0.02318577218	0.02791019726	0.02318577218	0.03985312477	0.03028361696	0.03028361696	0.03028361696	0.03028361696	0.02554426469	0.02554426469	0.03266457134	0.03028361696	0.03505310839	0.03266457134	0.04226470241	0.02791019726	0.03266457134	0.02791019726	0.02791019726	0.02791019726	0.03266457134	0.02791019726	0.02791019726	0.03266457134	0.03266457134	0.02791019726	0.03505310839	0.03505310839	0.03505310839	0.03028361696	0.03744927656	0.03028361696	0.03985312477	0.03266457134	0.03744927656	0.03744927656	0.04711124593	0.05444029448	0.05444029448	0.07686721462
MT891295.1	0.01615447069	0.01150329299	0.01382527627	0.01382527627	0	0.01615447069	0.01849092117	0.01849092117	0.03028361696	0.03505310839	0.02318577218	0.02318577218	0.02791019726	0.02791019726	0.02554426469	0.03744927656	0.02554426469	0.03266457134	0.04711124593	0.03266457134	0.03266457134	0.03505310839	0.03505310839	0.02791019726	0.04468405935	0.03744927656	0.03028361696	0.03266457134	0.03744927656	0.03266457134	0.03744927656	0.03266457134	0.03266457134	0.04711124593	0.03266457134	0.04954631301	0.03505310839	0.03505310839	0.03505310839	0.03985312477	0.03985312477	0.03505310839	0.03985312477	0.03985312477	0.03505310839	0.03744927656	0.03266457134	0.03505310839	0.03744927656	0.03985312477	0.03744927656	0.03744927656	0.04226470241	0.03744927656	0.03985312477	0.03985312477	0.04468405935	0.05936642057	0.06184167034	0.06681681296	0.06931681528
MT891299.1	0.01849092117	0.01849092117	0.01615447069	0.006880782207	0.01615447069	0	0.006880782207	0.006880782207	0.02083467308	0.02554426469	0.02083467308	0.01150329299	0.01849092117	0.01615447069	0.03505310839	0.02791019726	0.03266457134	0.02791019726	0.03744927656	0.02318577218	0.02318577218	0.02554426469	0.03028361696	0.02554426469	0.04226470241	0.03266457134	0.03266457134	0.03266457134	0.03266457134	0.02791019726	0.02791019726	0.03505310839	0.03266457134	0.03744927656	0.03505310839	0.04468405935	0.03028361696	0.03505310839	0.03028361696	0.03028361696	0.03028361696	0.03505310839	0.03028361696	0.03028361696	0.03505310839	0.03505310839	0.03028361696	0.03744927656	0.03744927656	0.03744927656	0.03266457134	0.03985312477	0.03266457134	0.04226470241	0.03505310839	0.03985312477	0.03985312477	0.04954631301	0.05689931308	0.05689931308	0.0743419597
MT891302.1	0.02083467308	0.02083467308	0.01849092117	0.009188476335	0.01849092117	0.006880782207	0	0.009188476335	0.02318577218	0.02791019726	0.02318577218	0.009188476335	0.02083467308	0.01382527627	0.03744927656	0.03028361696	0.03505310839	0.03028361696	0.03985312477	0.02554426469	0.02554426469	0.02791019726	0.03266457134	0.02791019726	0.04468405935	0.03505310839	0.03505310839	0.03505310839	0.03505310839	0.03028361696	0.03028361696	0.03744927656	0.03505310839	0.03985312477	0.03744927656	0.04711124593	0.03266457134	0.03744927656	0.03266457134	0.03266457134	0.03266457134	0.03744927656	0.03266457134	0.03266457134	0.03744927656	0.03744927656	0.03266457134	0.03985312477	0.03985312477	0.03985312477	0.03505310839	0.04226470241	0.03505310839	0.04468405935	0.03744927656	0.04226470241	0.04226470241	0.05198931191	0.05936642057	0.05936642057	0.07686721462
MT891305.1	0.02083467308	0.02083467308	0.01849092117	0.009188476335	0.01849092117	0.006880782207	0.009188476335	0	0.02318577218	0.02791019726	0.02318577218	0.01382527627	0.02083467308	0.01849092117	0.03744927656	0.03028361696	0.03505310839	0.03028361696	0.03985312477	0.02554426469	0.02554426469	0.02791019726	0.03266457134	0.02791019726	0.04468405935	0.03505310839	0.03505310839	0.03505310839	0.03505310839	0.03028361696	0.03028361696	0.03744927656	0.03505310839	0.03744927656	0.03744927656	0.04711124593	0.03266457134	0.03744927656	0.03266457134	0.03266457134	0.03266457134	0.03744927656	0.03266457134	0.03266457134	0.03744927656	0.03744927656	0.03266457134	0.03985312477	0.03985312477	0.03985312477	0.03505310839	0.04226470241	0.03505310839	0.04468405935	0.03744927656	0.04226470241	0.04226470241	0.05198931191	0.05936642057	0.05936642057	0.07686721462
AY849729.1	0.03266457134	0.03266457134	0.03505310839	0.01849092117	0.03028361696	0.02083467308	0.02318577218	0.02318577218	0	0.01615447069	0.03266457134	0.02791019726	0.03266457134	0.03266457134	0.02318577218	0.01849092117	0.03266457134	0.03028361696	0.02791019726	0.01382527627	0.01382527627	0.01615447069	0.03266457134	0.03266457134	0.03744927656	0.02318577218	0.02791019726	0.02791019726	0.03744927656	0.02554426469	0.02554426469	0.03266457134	0.02791019726	0.02791019726	0.03266457134	0.03505310839	0.02554426469	0.03028361696	0.02791019726	0.02791019726	0.02791019726	0.03028361696	0.02083467308	0.02083467308	0.03028361696	0.03028361696	0.03744927656	0.03505310839	0.03266457134	0.03744927656	0.02791019726	0.03744927656	0.02318577218	0.04226470241	0.03028361696	0.03505310839	0.03505310839	0.03985312477	0.05198931191	0.04711124593	0.09478615568
HQ992977.1	0.03266457134	0.03266457134	0.03985312477	0.02318577218	0.03505310839	0.02554426469	0.02791019726	0.02791019726	0.01615447069	0	0.03744927656	0.03505310839	0.03744927656	0.03985312477	0.02791019726	0.01382527627	0.03744927656	0.03505310839	0.02318577218	0.01849092117	0.01849092117	0.01615447069	0.03744927656	0.03744927656	0.04226470241	0.02791019726	0.02791019726	0.03266457134	0.04226470241	0.03028361696	0.03028361696	0.03744927656	0.03266457134	0.02791019726	0.03744927656	0.03985312477	0.03028361696	0.03505310839	0.03266457134	0.03266457134	0.03266457134	0.03028361696	0.02554426469	0.02554426469	0.03505310839	0.03505310839	0.04226470241	0.03985312477	0.03744927656	0.04226470241	0.03266457134	0.04226470241	0.02791019726	0.04711124593	0.03505310839	0.03505310839	0.03505310839	0.04468405935	0.05689931308	0.05198931191	0.09998548327
